,duration,isHD,treatment,licensedContent,popular,hasDescription,numTags,isMusicCategory,publishDayOfWeek,publishMonth,publishYear
Krazy (feat. Lil Jon) Pitbull Lil Jon,219.0,0.0,0.0,1.0,16.20763548703279,0.0,0,0.0,,,
Wavin' Flag K'NAAN,225.0,0.0,0.0,1.0,19.77244918093044,0.0,0,0.0,,,
Drones In The Valley Cage The Elephant,148.0,1.0,0.0,1.0,12.258033966738115,0.0,0,0.0,,,
No Los Oigas Los Amos De Nuevo Leon,162.0,0.0,0.0,0.0,15.051713447844358,0.0,0,0.0,,,
Never Knew I Needed Ne-Yo,217.0,0.0,0.0,0.0,15.542616299418729,0.0,0,0.0,,,
Hush Hush; Hush Hush - Main The Pussycat Dolls,253.0,1.0,0.0,1.0,19.05821434797299,0.0,0,0.0,,,
False God Taylor Swift,202.0,1.0,0.0,1.0,15.931624014484255,1.0,6,1.0,4.0,8.0,2019.0
Nate NF,304.0,1.0,0.0,1.0,16.77377873461087,1.0,31,1.0,4.0,7.0,2019.0
Freaking Me Out Ava Max,194.0,1.0,0.0,1.0,16.867150699863153,1.0,18,1.0,3.0,10.0,2019.0
Wings Shoreline Mafia OHGEESY Fenix Flexin,179.0,1.0,0.0,1.0,16.317842337837813,1.0,20,1.0,3.0,10.0,2019.0
Ritual Tiësto Jonas Blue Rita Ora,198.0,1.0,0.0,1.0,18.90292972318199,1.0,23,1.0,3.0,6.0,2019.0
LOVE AGAIN Daniel Caesar Brandy,228.0,1.0,0.0,0.0,14.990768405910579,1.0,2,1.0,1.0,8.0,2019.0
Burning Maggie Rogers,215.0,1.0,0.0,1.0,13.991255536396597,1.0,7,1.0,4.0,1.0,2019.0
Coronao Now El Alfa Lil Pump,214.0,1.0,0.0,1.0,18.785114120269174,1.0,17,1.0,3.0,11.0,2019.0
Case 19 (feat. 6ix9ine) Jasiah 6ix9ine,127.0,1.0,0.0,0.0,16.356172109351764,1.0,25,1.0,6.0,4.0,2019.0
YO LE LLEGO J Balvin Bad Bunny,239.0,1.0,0.0,0.0,18.02222598085435,1.0,7,1.0,4.0,8.0,2019.0
Bajo Perfil Tito Torbellino Jr Tony Aguirre,197.0,1.0,0.0,0.0,15.966095673378737,1.0,0,0.0,2.0,4.0,2020.0
Brown Noise 750 LPF Granular,147.0,1.0,0.0,1.0,7.115582126184454,1.0,4,1.0,2.0,11.0,2020.0
Vida Ventajosa Los Dos Carnales,157.0,1.0,0.0,1.0,19.092263658040608,1.0,31,1.0,4.0,11.0,2019.0
Last Hurrah Bebe Rexha,152.0,1.0,0.0,1.0,18.31560015577785,1.0,13,1.0,3.0,2.0,2019.0
First Off (feat. Travis Scott) Future Travis Scott,230.0,1.0,0.0,1.0,16.20293502084738,1.0,36,1.0,4.0,1.0,2019.0
HOME BTS,268.0,1.0,1.0,1.0,17.46589977606153,1.0,47,0.0,2.0,9.0,2020.0
This Damn Song Pecos & the Rooftops,301.0,1.0,0.0,1.0,17.070085402094954,1.0,13,0.0,3.0,3.0,2021.0
Que Mas Pues - Remix Justin Quiles Sech Maluma Dalex Farruko Nicky Jam Lenny Tavárez,306.0,1.0,0.0,1.0,19.847892469444663,1.0,22,1.0,3.0,4.0,2019.0
Fíjate Que Si Edwin Luna y La Trakalosa de Monterrey,246.0,1.0,0.0,0.0,19.674302946057928,1.0,32,1.0,4.0,1.0,2018.0
Something's Got To Give Labrinth,263.0,1.0,0.0,1.0,14.527622269617831,1.0,27,1.0,0.0,10.0,2019.0
Dream Girl - Remix Ir Sais Rauw Alejandro,203.0,1.0,1.0,1.0,19.576474736744757,1.0,22,1.0,4.0,12.0,2019.0
Taste (feat. Offset) Tyga Offset,233.0,1.0,0.0,1.0,21.02572116794829,1.0,20,1.0,2.0,5.0,2018.0
The Principal Melanie Martinez,180.0,1.0,1.0,1.0,16.861214107424345,1.0,20,1.0,3.0,10.0,2019.0
Demonz (feat. Brent Faiyaz) - Interlude Juice WRLD Brent Faiyaz,96.0,1.0,0.0,0.0,15.006965742769836,1.0,22,1.0,4.0,3.0,2019.0
"Genius (feat. Sia, Diplo, and Labrinth) Sia Diplo Labrinth LSD",223.0,1.0,0.0,1.0,19.566019907767554,1.0,32,1.0,3.0,5.0,2018.0
ADHD Joyner Lucas,206.0,1.0,0.0,1.0,16.630225983221898,1.0,28,1.0,3.0,9.0,2019.0
"Hey, Ma Bon Iver",217.0,1.0,0.0,0.0,15.635996444262487,1.0,0,1.0,0.0,6.0,2019.0
Açaí Bowl Dominic Fike,179.0,1.0,0.0,1.0,14.461411506877347,1.0,19,1.0,4.0,6.0,2019.0
MONOPOLY (with Victoria Monét) Ariana Grande Victoria Monét,157.0,1.0,0.0,1.0,17.796631232054622,1.0,8,1.0,0.0,4.0,2019.0
WHEN I WAS OLDER - Music Inspired By The Film ROMA Billie Eilish,272.0,1.0,0.0,1.0,16.82562732681851,1.0,12,1.0,2.0,1.0,2019.0
Body Back (feat. Maia Wright) Gryffin Maia Wright,212.0,1.0,1.0,1.0,17.344581875646895,1.0,8,1.0,2.0,11.0,2019.0
Love Affair UMI,192.0,1.0,0.0,0.0,13.710536634236824,1.0,34,1.0,0.0,10.0,2019.0
B*tch From Da Souf Mulatto,230.0,1.0,0.0,1.0,18.346696471839785,1.0,26,1.0,1.0,3.0,2020.0
Triggered - Remix Jhené Aiko 21 Savage Summer Walker,232.0,1.0,0.0,0.0,15.74621264850839,1.0,15,1.0,2.0,10.0,2019.0
Beautiful Nightmare Lil Tracy,186.0,1.0,0.0,0.0,15.508521860946157,1.0,3,1.0,4.0,9.0,2019.0
Black Madonna Cage The Elephant,229.0,1.0,0.0,1.0,15.284412028175625,1.0,19,1.0,4.0,4.0,2019.0
Out My Way Juice WRLD,157.0,1.0,0.0,0.0,15.852258563214683,1.0,18,1.0,4.0,3.0,2019.0
Wading in dreams Elevie J,112.0,1.0,0.0,1.0,6.018593214496234,1.0,2,1.0,1.0,9.0,2019.0
Just Friends Virginia To Vegas,170.0,1.0,0.0,0.0,13.685876702919892,1.0,18,1.0,5.0,6.0,2019.0
Do You Mean The Chainsmokers Ty Dolla $ign bülow,204.0,1.0,0.0,1.0,16.527960997137008,1.0,17,1.0,4.0,4.0,2019.0
Sex Sounds Lil Tjay,174.0,1.0,0.0,1.0,18.02173521214562,1.0,23,1.0,2.0,4.0,2020.0
Lost in the Woods - Weezer Version Weezer,186.0,1.0,1.0,1.0,15.942434265899973,1.0,13,1.0,4.0,12.0,2019.0
House Fire Tyler Childers,255.0,1.0,0.0,0.0,16.07633394421347,1.0,27,1.0,3.0,5.0,2019.0
First Man Camila Cabello,249.0,1.0,0.0,1.0,16.916603832175973,1.0,37,1.0,0.0,1.0,2020.0
Toast Koffee,186.0,1.0,1.0,1.0,19.153532131340608,1.0,17,1.0,4.0,11.0,2018.0
Dream Girl Ir Sais,163.0,1.0,0.0,0.0,18.116718424532607,1.0,22,1.0,3.0,9.0,2017.0
Right Back Khalid,254.0,1.0,0.0,1.0,18.597378282226757,1.0,28,1.0,4.0,8.0,2019.0
Breaking Down I Prevail,218.0,1.0,1.0,0.0,16.917577652386587,1.0,36,1.0,1.0,2.0,2019.0
Cuaderno Dalex Justin Quiles Nicky Jam Rafa Pabön Sech Lenny Tavárez Feid,296.0,1.0,1.0,1.0,19.522591961831562,1.0,30,1.0,4.0,6.0,2019.0
18 iann dior,128.0,1.0,0.0,0.0,14.480555030662527,1.0,29,1.0,0.0,4.0,2019.0
Stained Glass Madison Beer,209.0,1.0,0.0,1.0,15.188282907366052,0.0,0,0.0,,,
Didn't I OneRepublic,235.0,1.0,1.0,1.0,17.26591068533906,0.0,0,0.0,,,
Older Than I Am Lennon Stella,189.0,1.0,0.0,1.0,14.987741889755975,0.0,0,0.0,,,
Good Example (with Andy Grammer) R3HAB Andy Grammer,150.0,1.0,0.0,1.0,14.350801451407024,0.0,0,0.0,,,
The Truth Kygo Valerie Broussard,196.0,1.0,0.0,1.0,15.077447318260626,0.0,0,0.0,,,
TOGETHER for KING & COUNTRY Tori Kelly Kirk Franklin,233.0,1.0,1.0,1.0,16.576628934087783,0.0,0,0.0,,,
Interlude : Shadow BTS,180.0,1.0,1.0,1.0,18.560165360919868,0.0,0,0.0,,,
IMPORTED (with 6LACK) Jessie Reyez 6LACK,245.0,1.0,1.0,1.0,17.80605503457223,0.0,0,0.0,,,
Thinking 'Bout You (feat. Lauren Alaina) Dustin Lynch Lauren Alaina,171.0,1.0,0.0,1.0,16.040249021804854,0.0,0,0.0,,,
Anyone Demi Lovato,236.0,1.0,0.0,1.0,16.59325216874104,0.0,0,0.0,,,
Ojitos Chiquitos Don Omar,230.0,1.0,0.0,0.0,18.433423272002145,0.0,0,0.0,,,
Payroll (feat. Payroll Giovanni) Tee Grizzley Payroll Giovanni,253.0,1.0,0.0,1.0,16.18756732779969,0.0,0,0.0,,,
Hasta Que Salga El Sol Don Omar,253.0,1.0,1.0,0.0,15.577619942451332,0.0,0,0.0,,,
Pobre Diabla Don Omar,255.0,0.0,0.0,0.0,19.003894775840344,0.0,0,0.0,,,
"No Se De Ella ""My Space"" Don Omar",225.0,0.0,0.0,0.0,18.324574783598674,0.0,0,0.0,,,
Long Beach Kota the Friend Hello O'shay Alex Banin,253.0,1.0,0.0,1.0,13.849886863593127,0.0,0,0.0,,,
Aunque Es De Noche ROSALÍA,317.0,1.0,0.0,1.0,16.815196953663264,0.0,0,0.0,,,
Catalina ROSALÍA,235.0,1.0,0.0,1.0,16.24173687167009,0.0,0,0.0,,,
Prices Lil Uzi Vert,234.0,1.0,0.0,1.0,16.29886508716941,0.0,0,0.0,,,
Thug Love A Boogie Wit da Hoodie,183.0,1.0,0.0,1.0,15.85219920567846,0.0,0,0.0,,,
End This (L.O.V.E.) Hailee Steinfeld,183.0,1.0,0.0,0.0,14.609047721526355,0.0,0,0.0,,,
Breaking Up Was Easy In The 90's Sam Hunt,229.0,1.0,1.0,1.0,16.38916110389682,0.0,0,0.0,,,
Hit My Phone (feat. Kehlani) Megan Thee Stallion Kehlani,151.0,1.0,0.0,1.0,14.795408377326327,0.0,0,0.0,,,
Last Name (feat. Lil Durk) Future Lil Durk,207.0,1.0,0.0,1.0,17.534485975847907,0.0,0,0.0,,,
Like It Is Kygo Zara Larsson Tyga,181.0,1.0,0.0,1.0,17.369868758274148,0.0,0,0.0,,,
My Truck BRELAND,182.0,1.0,0.0,1.0,18.04820892667585,0.0,0,0.0,,,
Is It True Tame Impala,239.0,1.0,0.0,1.0,16.594535895678213,0.0,0,0.0,,,
Off the Grid (feat. Khalid) Alina Baraz Khalid,201.0,1.0,0.0,1.0,15.26444092846841,0.0,0,0.0,,,
Posthumous Forgiveness Tame Impala,367.0,1.0,0.0,1.0,15.812758100434761,0.0,0,0.0,,,
AMAZING GRACE DaBaby,89.0,0.0,0.0,0.0,14.077219992692948,0.0,0,0.0,,,
Scottie Beam Freddie Gibbs The Alchemist Rick Ross,245.0,1.0,0.0,0.0,14.004365724171707,0.0,0,0.0,,,
God Is Perfect Freddie Gibbs The Alchemist,239.0,1.0,0.0,0.0,14.156184668620961,0.0,0,0.0,,,
Used to be (L.O.V.E.) Chelsea Collins,136.0,1.0,0.0,0.0,14.66901951804606,0.0,0,0.0,,,
Antes y Después Anuel AA Kendo Kaponi Yandel Nengo Flow,446.0,0.0,0.0,0.0,11.124110962931043,0.0,0,0.0,,,
Molly (feat. Sheff G) Sleepy Hallow Sheff G,160.0,1.0,0.0,0.0,17.13707946003748,0.0,0,0.0,,,
AI Nash YoungBoy Never Broke Again,200.0,1.0,0.0,0.0,17.41294450977818,0.0,0,0.0,,,
I Spy Tee Grizzley,221.0,1.0,0.0,1.0,14.866387076394249,0.0,0,0.0,,,
I Know You Care Ellie Goulding,208.0,1.0,0.0,1.0,17.539082942198018,0.0,0,0.0,,,
How Long Will I Love You Ellie Goulding,158.0,1.0,0.0,1.0,18.526498408101894,0.0,0,0.0,,,
Your Song Ellie Goulding,189.0,1.0,0.0,0.0,18.12607271567785,0.0,0,0.0,,,
Tres de la Mañana Eslabon Armado,218.0,1.0,0.0,0.0,16.46341102863795,0.0,0,0.0,,,
Lonely Joel Corry,193.0,1.0,0.0,1.0,15.796959099292863,0.0,0,0.0,,,
