,duration,isHD,treatment,licensedContent,popular,hasDescription,numTags,isMusicCategory,publishDayOfWeek,publishMonth,publishYear
Insecure Jazmine Sullivan Bryson Tiller,233.0,1.0,0.0,1.0,18.300741371321593,1.0,4,1.0,3.0,9.0,2017.0
Ayala (Outro) XXXTENTACION,101.0,1.0,0.0,1.0,16.853396019607068,1.0,6,1.0,4.0,8.0,2017.0
Brahms Lullaby Beth McLaughlin,152.0,1.0,0.0,1.0,10.504272703223904,1.0,2,1.0,5.0,12.0,2020.0
Jungle H.E.R.,305.0,1.0,0.0,1.0,16.70436600016797,1.0,3,1.0,3.0,10.0,2017.0
"Soothing Rain(Loopable,No fade) Rain Sounds Sleep Sounds of Nature Zen Music Garden",173.0,1.0,0.0,1.0,5.746203190540153,1.0,5,1.0,3.0,4.0,2020.0
GUMMY BROCKHAMPTON,283.0,1.0,0.0,0.0,16.1527027570053,1.0,22,1.0,2.0,8.0,2017.0
Fly Away TheFatRat Anjulie,195.0,1.0,1.0,1.0,19.023317060545484,1.0,23,1.0,4.0,6.0,2017.0
Good Life (with G-Eazy & Kehlani) G-Eazy Kehlani,232.0,1.0,0.0,1.0,19.72572980499092,1.0,24,1.0,4.0,3.0,2017.0
The Day PornoGraffitti,258.0,1.0,0.0,1.0,14.353532584050733,1.0,10,1.0,1.0,9.0,2021.0
Cigarettes and Sex prxz Shiloh Dynasty,130.0,1.0,0.0,0.0,13.141616834326216,1.0,27,1.0,0.0,10.0,2017.0
I Ain't Got Time! Tyler The Creator,207.0,1.0,0.0,0.0,15.607823707216584,1.0,19,1.0,2.0,7.0,2017.0
Dancing With Our Hands Tied Taylor Swift,212.0,1.0,0.0,1.0,15.63534180202635,1.0,6,1.0,2.0,8.0,2018.0
Crawl Outta Love ILLENIUM Annika Wells,243.0,1.0,0.0,0.0,16.4442572725461,1.0,20,1.0,3.0,1.0,2018.0
Selfish (feat. Rihanna) Future Rihanna,252.0,1.0,0.0,0.0,14.140197910539625,1.0,0,0.0,1.0,11.0,2017.0
Graffiti YoungBoy Never Broke Again,229.0,1.0,0.0,1.0,18.784781064421406,1.0,0,0.0,4.0,7.0,2017.0
ILYSB LANY,210.0,1.0,0.0,1.0,18.260710516693113,1.0,22,1.0,4.0,11.0,2016.0
ACID TRIP Rejjie Snow,189.0,1.0,0.0,1.0,11.528926758697168,1.0,3,1.0,4.0,1.0,2020.0
X Lil Uzi Vert,175.0,1.0,0.0,1.0,16.05633683618816,1.0,20,0.0,1.0,10.0,2017.0
More Girls Like You Kip Moore,187.0,1.0,1.0,1.0,15.324641386839184,1.0,9,1.0,2.0,8.0,2017.0
anemone slenderbodies,229.0,1.0,0.0,0.0,14.232792241206608,1.0,12,1.0,4.0,7.0,2018.0
Habits Machine Gun Kelly,176.0,1.0,1.0,1.0,17.326815370832264,1.0,10,1.0,4.0,12.0,2017.0
Big Fish Vince Staples,167.0,1.0,1.0,1.0,16.31360939033232,1.0,16,1.0,3.0,5.0,2017.0
Numb 21 Savage,272.0,1.0,0.0,0.0,16.763617695939402,1.0,15,1.0,4.0,7.0,2017.0
Pacific Rest Ocean Ocean Makers,179.0,1.0,0.0,1.0,7.850103545175582,1.0,7,1.0,3.0,6.0,2019.0
K. Cigarettes After Sex,318.0,1.0,0.0,1.0,17.638766609916154,1.0,25,1.0,1.0,11.0,2016.0
Marvelous Day (feat. Lil Uzi Vert & Gunna) Kap G Lil Uzi Vert Gunna,224.0,1.0,0.0,0.0,17.22262161930327,1.0,29,1.0,2.0,2.0,2018.0
Found You Kasbo Chelsea Cutler,197.0,1.0,0.0,1.0,13.885919626171093,1.0,12,1.0,2.0,4.0,2017.0
Legends Are Made Sam Tinnesz,170.0,1.0,0.0,1.0,16.74630583099833,1.0,14,1.0,4.0,7.0,2017.0
Pothole (feat. Jaden Smith) Tyler The Creator Jaden,237.0,1.0,0.0,1.0,15.654137709656833,1.0,2,1.0,3.0,7.0,2017.0
Destiny NF,240.0,1.0,0.0,1.0,16.07007247757624,1.0,20,1.0,4.0,10.0,2017.0
Safari Song Greta Van Fleet,235.0,1.0,0.0,1.0,15.900264712691781,1.0,7,1.0,0.0,7.0,2018.0
Barking Ramz,202.0,1.0,0.0,0.0,18.37765346541314,1.0,1,1.0,1.0,9.0,2017.0
BOOGIE BROCKHAMPTON,212.0,1.0,0.0,0.0,16.418961953234056,1.0,25,1.0,2.0,12.0,2017.0
Me Mata Bad Bunny Mambo Kingz DJ Luian Arcangel Almighty Bryant Myers Noriel Baby Rasta Brytiago,418.0,1.0,0.0,1.0,20.08064532719324,1.0,26,1.0,5.0,4.0,2017.0
Prom Queen Molly Kate Kestner,234.0,1.0,0.0,1.0,16.87600593680993,1.0,21,1.0,2.0,4.0,2017.0
La Bicicleta Carlos Vives Shakira,238.0,1.0,0.0,1.0,21.138875389739702,1.0,18,1.0,4.0,7.0,2016.0
World Without You Blai$y Shiloh Dynasty,107.0,1.0,0.0,0.0,14.333463521790824,1.0,24,1.0,6.0,10.0,2017.0
Boys Charli XCX,168.0,1.0,0.0,1.0,18.74221531712685,1.0,42,1.0,2.0,7.0,2017.0
Horns Bryce Fox,222.0,1.0,0.0,1.0,16.34898488685628,1.0,29,0.0,2.0,11.0,2016.0
Help Papa Roach,216.0,1.0,0.0,1.0,16.37225248023184,1.0,22,1.0,3.0,2.0,2017.0
Lust For Life (with The Weeknd) Lana Del Rey The Weeknd,319.0,1.0,0.0,1.0,19.07726467676786,1.0,27,1.0,0.0,5.0,2017.0
Lost on You LP,271.0,1.0,1.0,0.0,19.966226505506626,1.0,6,1.0,2.0,6.0,2016.0
you're my world atlas,158.0,1.0,0.0,1.0,14.170988886243974,1.0,7,1.0,1.0,8.0,2017.0
Walking The Wire Imagine Dragons,232.0,1.0,0.0,1.0,18.402935911543246,1.0,19,1.0,3.0,6.0,2017.0
lovesick potsu,151.0,1.0,0.0,1.0,14.956749292151265,1.0,2,1.0,2.0,2.0,2018.0
La Rompe Corazones Daddy Yankee Ozuna,221.0,1.0,0.0,0.0,20.280301767858656,1.0,31,1.0,2.0,6.0,2017.0
White Noise - 700 hz Granular,206.0,1.0,0.0,1.0,4.836281906951478,1.0,4,1.0,3.0,12.0,2020.0
"Sorry, I Like You Burbank",124.0,1.0,0.0,0.0,17.11053776294823,1.0,2,1.0,0.0,7.0,2017.0
When the Drugs Don't Work Doobie,244.0,1.0,0.0,1.0,18.32505842443751,1.0,13,1.0,0.0,8.0,2017.0
Probablemente Christian Nodal,233.0,1.0,0.0,1.0,18.057651856400287,1.0,11,1.0,4.0,12.0,2019.0
Nowadays (feat. Landon Cube) Lil Skies Landon Cube,206.0,1.0,0.0,0.0,19.61695172523572,1.0,29,0.0,0.0,12.0,2017.0
Confidently Lost Sabrina Claudio,208.0,1.0,0.0,1.0,16.500207652270852,1.0,11,1.0,3.0,10.0,2016.0
FOR MY PEOPLE Joey Bada$$,233.0,1.0,0.0,1.0,13.662399004724596,1.0,3,1.0,3.0,3.0,2020.0
Rain Sounds: Rainfall Sky Fall SF,143.0,1.0,0.0,1.0,3.713572066704308,1.0,3,1.0,2.0,3.0,2021.0
"sincerely, yours Nohidea",140.0,1.0,0.0,1.0,14.336065299998921,1.0,2,1.0,6.0,11.0,2018.0
Free Smoke Drake,219.0,1.0,0.0,0.0,9.41140190014419,1.0,0,1.0,5.0,6.0,2022.0
Chained To The Rhythm Katy Perry Skip Marley,241.0,1.0,1.0,1.0,20.388977407481633,1.0,11,1.0,1.0,2.0,2017.0
just friends keshi,124.0,0.0,0.0,0.0,15.261956487852176,1.0,1,1.0,1.0,7.0,2018.0
Voices Motionless In White,223.0,1.0,0.0,1.0,17.716259691445032,1.0,13,1.0,2.0,5.0,2018.0
Yam Yam No Vacation,217.0,1.0,0.0,0.0,16.036107961366486,1.0,25,1.0,5.0,5.0,2017.0
Right Girl Wrong Time Jon Langston,255.0,1.0,0.0,1.0,17.459742950892387,1.0,13,1.0,0.0,6.0,2017.0
November Tyler The Creator,226.0,1.0,0.0,1.0,15.46856068064376,1.0,2,1.0,3.0,7.0,2017.0
Freak in You PARTYNEXTDOOR,273.0,1.0,0.0,1.0,16.852548389103053,1.0,41,1.0,4.0,6.0,2017.0
Why Read Southall Band,198.0,1.0,0.0,1.0,16.117820713166388,1.0,3,1.0,3.0,4.0,2017.0
Remember Me (Ernesto de la Cruz) Benjamin Bratt,62.0,1.0,1.0,1.0,16.57067892304771,1.0,9,1.0,3.0,4.0,2018.0
Glorious Day - Live Passion Kristian Stanfill,303.0,1.0,1.0,1.0,16.920433816552205,1.0,29,1.0,4.0,2.0,2017.0
For Forever Ben Platt,327.0,1.0,0.0,1.0,12.972263482060255,1.0,20,0.0,4.0,9.0,2021.0
Let's Go Khalid,207.0,1.0,0.0,1.0,16.502674144468298,1.0,4,1.0,4.0,10.0,2016.0
Faking It (feat. Kehlani & Lil Yachty) Calvin Harris Kehlani Lil Yachty,231.0,1.0,0.0,1.0,17.592582901224045,1.0,14,1.0,1.0,10.0,2017.0
"New Chains, Same Shackles $uicideBoy$",118.0,1.0,0.0,1.0,17.19374755586104,1.0,39,1.0,4.0,5.0,2017.0
Aahhyeahh Oliver Francis,193.0,1.0,0.0,0.0,15.753315087924669,1.0,4,1.0,2.0,11.0,2016.0
Exotic Rain Serenity of Sound,476.0,1.0,0.0,0.0,13.201802826230754,1.0,0,0.0,3.0,1.0,2022.0
Rainy Alley Rain Recorders,206.0,1.0,0.0,1.0,5.948034989180646,1.0,7,1.0,3.0,3.0,2018.0
The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix Lil Uzi Vert Nicki Minaj Oh Wonder,287.0,1.0,0.0,1.0,18.233925725876567,1.0,23,0.0,0.0,12.0,2017.0
Ambiente Lluvia Sample Rain Library,258.0,1.0,0.0,1.0,7.912789220690681,1.0,5,1.0,6.0,2.0,2018.0
RIP Olivia O'Brien,221.0,1.0,1.0,1.0,15.792456088484185,1.0,7,1.0,4.0,7.0,2017.0
Summer Bummer (feat. A$AP Rocky & Playboi Carti) Lana Del Rey A$AP Rocky Playboi Carti,260.0,1.0,0.0,1.0,17.255699684260726,1.0,29,1.0,3.0,7.0,2017.0
Homemade Dynamite - REMIX Lorde Khalid Post Malone SZA,215.0,1.0,0.0,1.0,16.791435250209815,1.0,35,1.0,4.0,9.0,2017.0
Comin Out Strong (feat. The Weeknd) Future The Weeknd,251.0,1.0,0.0,0.0,16.453108895196145,1.0,4,0.0,1.0,4.0,2017.0
Excuse Me (feat. Too $hort & Dcmbr) Mozzy Yhung T.O. Too $hort DCMBR,209.0,1.0,0.0,1.0,17.249496149544893,1.0,7,1.0,3.0,10.0,2018.0
Wet Dreams of Rain Winds and Oceans,492.0,0.0,0.0,1.0,15.274148371101761,1.0,24,1.0,5.0,1.0,2016.0
Sleep Music (Gentleness) Deep Sleep Music Collective,123.0,1.0,0.0,1.0,9.724301076237646,1.0,2,1.0,6.0,12.0,2017.0
For Whom The Bell Tolls J. Cole,128.0,1.0,0.0,0.0,13.400345052766896,1.0,0,1.0,6.0,12.0,2016.0
Foldin Clothes J. Cole,318.0,1.0,0.0,0.0,13.372144185846832,1.0,0,1.0,6.0,12.0,2016.0
Miss Primetime (feat. Pell) Big Gigantic Pell,214.0,1.0,0.0,1.0,13.420223972493334,1.0,12,1.0,2.0,8.0,2016.0
Only RY X,330.0,1.0,0.0,1.0,15.347305580856446,1.0,36,1.0,3.0,3.0,2016.0
Forever Country Artists Of Then Now & Forever,250.0,1.0,1.0,1.0,17.850712733691214,1.0,7,1.0,2.0,9.0,2016.0
2004 Anthony Amorim,216.0,1.0,0.0,1.0,12.533230206369577,1.0,2,1.0,4.0,5.0,2020.0
Me llamas (feat. Maluma) - Remix Piso 21 Maluma,210.0,1.0,0.0,1.0,20.491570876331842,1.0,12,1.0,4.0,12.0,2016.0
Atlantis Seafret,275.0,1.0,0.0,0.0,11.908380640449074,1.0,13,0.0,3.0,8.0,2022.0
El Hombre Del Equipo Grupo Maximo Grado,226.0,1.0,0.0,1.0,18.746349569021948,1.0,20,1.0,2.0,10.0,2016.0
Paris The 1975,297.0,1.0,0.0,0.0,15.726985860458104,1.0,0,1.0,3.0,12.0,2018.0
Am I Wrong (feat. ScHoolboy Q) Anderson .Paak ScHoolboy Q,254.0,1.0,0.0,0.0,16.54472494268416,1.0,17,1.0,4.0,1.0,2016.0
You & Me Marc E. Bassy G-Eazy,230.0,1.0,0.0,1.0,17.299455508938163,1.0,7,1.0,5.0,5.0,2016.0
Different Hos blackbear,137.0,1.0,0.0,0.0,15.3172643684146,1.0,44,1.0,6.0,10.0,2015.0
If I Believe You The 1975,381.0,1.0,0.0,1.0,13.897297896729722,1.0,2,1.0,5.0,7.0,2018.0
When He Sees Me Kimiko Glenn Jessie Mueller Keala Settle Waitress Original Broadway Cast Ensemble,221.0,1.0,0.0,0.0,14.17126988285179,1.0,19,0.0,5.0,6.0,2016.0
CHEER UP TWICE,241.0,1.0,1.0,1.0,20.04016714479826,1.0,36,1.0,6.0,4.0,2016.0
Perfect Illusion Lady Gaga,185.0,1.0,1.0,1.0,18.892908179955928,1.0,10,1.0,2.0,9.0,2016.0
Saltwater Geowulf,245.0,1.0,0.0,1.0,14.606055737316892,1.0,11,1.0,3.0,9.0,2016.0
Give It to Me Agust D,155.0,1.0,1.0,1.0,17.781427196965645,1.0,8,1.0,3.0,8.0,2016.0
Be Yourself Frank Ocean,87.0,1.0,0.0,0.0,13.589920265819478,1.0,0,0.0,1.0,6.0,2017.0
Can't Hide Whethan Ashe,185.0,1.0,0.0,1.0,15.905413438524295,1.0,11,0.0,4.0,8.0,2016.0
Hallucinations dvsn,266.0,1.0,0.0,1.0,15.694150228912193,1.0,19,1.0,0.0,3.0,2017.0
Touch-Tone Telephone Lemon Demon,283.0,1.0,0.0,1.0,13.536301818550449,1.0,7,1.0,5.0,2.0,2022.0
Can I Get A Witness SonReal,207.0,1.0,1.0,1.0,17.040391356832256,1.0,9,1.0,3.0,4.0,2016.0
At Doom's Gate Mick Gordon,72.0,1.0,0.0,1.0,14.764361408862168,1.0,7,1.0,2.0,9.0,2016.0
El Chino Piloto Los Alegres Del Barranco,216.0,1.0,0.0,1.0,15.854109531995563,1.0,4,1.0,2.0,5.0,2018.0
Let's Hurt Tonight OneRepublic,209.0,1.0,1.0,1.0,18.61207075771448,1.0,33,1.0,2.0,12.0,2016.0
Clean Slate Read Southall Band,267.0,0.0,0.0,0.0,14.003006206031959,1.0,2,0.0,6.0,7.0,2016.0
Bird Set Free Sia,280.0,1.0,0.0,0.0,17.11586601455906,1.0,0,0.0,5.0,6.0,2020.0
Qué Caro Estoy Pagando Los Plebes del Rancho de Ariel Camacho,160.0,1.0,0.0,1.0,19.91464474564789,1.0,12,1.0,1.0,1.0,2016.0
There He Go Kodak Black,227.0,1.0,0.0,1.0,18.812552026601484,1.0,17,1.0,1.0,12.0,2016.0
Hush Little Baby Nursery Rhymes 123,153.0,1.0,0.0,1.0,11.997540574716131,1.0,3,1.0,1.0,11.0,2021.0
Straight up & Down Bruno Mars,199.0,1.0,0.0,1.0,16.695880126996002,1.0,3,1.0,3.0,11.0,2016.0
All The Time 2 Wintertime,151.0,1.0,0.0,0.0,16.37029869541401,1.0,0,1.0,2.0,12.0,2016.0
En Silencio La Zenda Norteña,247.0,1.0,0.0,1.0,13.818394395704086,1.0,9,1.0,5.0,8.0,2021.0
Foreva Young Dolph T.I.,232.0,1.0,0.0,1.0,17.510823075483064,1.0,10,1.0,0.0,11.0,2016.0
Over And Over Again Nathan Sykes Ariana Grande,248.0,1.0,0.0,1.0,16.557897964720077,1.0,10,1.0,4.0,1.0,2016.0
I Miss You Adele,349.0,1.0,0.0,1.0,15.010835376018067,1.0,3,1.0,1.0,12.0,2020.0
Ditch Gus Dapperton,211.0,1.0,0.0,0.0,13.840591387871477,1.0,31,1.0,2.0,10.0,2017.0
Discord - The Living Tombstone Remix Caleb Hyles,228.0,1.0,0.0,1.0,13.832669497717568,1.0,33,1.0,1.0,3.0,2015.0
Hallelujah Theory of a Deadman,283.0,0.0,0.0,1.0,15.336417539471224,1.0,7,1.0,3.0,12.0,2016.0
Backyard Lullaby Demun Jones Noah Gordon,210.0,1.0,0.0,0.0,16.925723353206973,1.0,30,1.0,3.0,5.0,2017.0
She's Mine Pt. 2 J. Cole,280.0,1.0,0.0,0.0,12.574770029446123,1.0,46,1.0,4.0,4.0,2018.0
Whole Heart Gryffin Bipolar Sunshine,226.0,1.0,0.0,1.0,16.465221860493234,1.0,10,1.0,4.0,8.0,2016.0
We Don't Have To Dance Andy Black,216.0,1.0,1.0,1.0,18.017839325957183,1.0,24,1.0,0.0,3.0,2016.0
38 Baby YoungBoy Never Broke Again,177.0,1.0,0.0,0.0,18.554121261197846,1.0,20,1.0,3.0,8.0,2016.0
Looking Down the Barrel of Today Hatebreed,183.0,1.0,0.0,0.0,15.373160316746068,1.0,20,1.0,0.0,4.0,2016.0
Good Grief - Don Diablo Remix Bastille Don Diablo,175.0,1.0,1.0,0.0,16.10152064129586,1.0,31,1.0,1.0,7.0,2016.0
Amsterdam (Recorded at Spotify Studios NYC) Mandolin Orange,191.0,1.0,0.0,0.0,9.889185767825268,1.0,5,0.0,1.0,4.0,2018.0
Calm Ocean Waves Deep Sleep Music Collective,107.0,1.0,0.0,1.0,6.452048954437226,1.0,2,1.0,1.0,7.0,2017.0
Too Deep dvsn,201.0,1.0,0.0,1.0,15.921442120318574,1.0,35,1.0,2.0,12.0,2015.0
Hand Of God - Outro Jon Bellion,338.0,1.0,0.0,1.0,15.073645073832981,1.0,4,1.0,5.0,7.0,2018.0
Reminiscence Johannes Bornlöf,153.0,1.0,0.0,1.0,12.252283295134513,1.0,8,1.0,2.0,10.0,2018.0
Come and Get It Upchurch,217.0,1.0,0.0,1.0,17.332099406649878,1.0,22,0.0,4.0,7.0,2016.0
This Life Denzel Curry,211.0,1.0,0.0,0.0,15.660087467812016,1.0,19,1.0,3.0,2.0,2017.0
Big Sis SALES,167.0,1.0,0.0,1.0,15.786172551305205,1.0,24,1.0,0.0,8.0,2015.0
"City Of Stars - From ""La La Land"" Soundtrack Ryan Gosling Emma Stone",146.0,1.0,0.0,0.0,17.86816962795926,1.0,5,1.0,4.0,11.0,2016.0
Speak Too Soon Wild Rivers,174.0,1.0,0.0,1.0,9.855766816324715,1.0,2,1.0,6.0,1.0,2022.0
You Are My Sunshine Jasmine Thompson,170.0,1.0,1.0,1.0,17.30563329490159,1.0,35,1.0,1.0,11.0,2016.0
California The Lagoons,265.0,1.0,0.0,1.0,13.578113404994248,1.0,17,1.0,4.0,7.0,2018.0
Vroom Vroom Charli XCX,203.0,1.0,0.0,1.0,16.57106508102202,1.0,11,0.0,1.0,5.0,2016.0
Old Friends Pinegrove,211.0,0.0,0.0,1.0,13.882275349122716,1.0,15,1.0,2.0,1.0,2016.0
Perkys Calling Future,247.0,1.0,0.0,1.0,16.99684155419992,1.0,4,1.0,3.0,4.0,2020.0
"September - from DreamWorks Animation's ""TROLLS"" Justin Timberlake Anna Kendrick Earth Wind & Fire",235.0,1.0,0.0,1.0,16.368437550931283,1.0,3,1.0,6.0,12.0,2016.0
You Look Like I Need A Drink Justin Moore,202.0,1.0,1.0,1.0,16.552896559098606,1.0,9,1.0,0.0,2.0,2016.0
Thunder in the Rain Kane Brown,175.0,1.0,0.0,1.0,17.013167731046668,1.0,19,1.0,3.0,11.0,2016.0
Instinct (feat. MadeinTYO) Roy Woods MadeinTYO,177.0,1.0,1.0,1.0,15.955876911693066,1.0,30,1.0,1.0,6.0,2017.0
Scott and Ramona Lil Uzi Vert,223.0,1.0,0.0,1.0,15.961717124656323,1.0,7,0.0,2.0,6.0,2016.0
Grow Old Florida Georgia Line,228.0,0.0,0.0,0.0,16.311646176245358,1.0,8,0.0,4.0,9.0,2016.0
Moonbeam Deep Sleep Music Collective,123.0,1.0,0.0,1.0,8.913146539151807,1.0,2,1.0,6.0,12.0,2017.0
Shaky Shaky Daddy Yankee,239.0,1.0,0.0,0.0,21.213460707306428,1.0,33,0.0,4.0,7.0,2016.0
With Them Young Thug,198.0,1.0,0.0,1.0,16.427489409646054,1.0,5,0.0,4.0,3.0,2016.0
Sleep On The Floor The Lumineers,286.0,1.0,0.0,1.0,19.06759785350608,1.0,16,1.0,3.0,11.0,2016.0
Where's My Love - Alternate Version SYML,249.0,1.0,0.0,0.0,12.494719252668782,1.0,0,1.0,0.0,9.0,2020.0
Tesselation Mild High Club,153.0,0.0,0.0,0.0,13.231952938032185,1.0,5,1.0,3.0,8.0,2016.0
Las Tres Tumbas Los Cadetes De Linares Homero Guerrero y Lupe Tijerina,185.0,0.0,0.0,0.0,8.18423477409482,1.0,0,1.0,1.0,2.0,2011.0
A Little More Summertime Jason Aldean,223.0,1.0,0.0,1.0,17.063571017994867,1.0,10,1.0,4.0,9.0,2016.0
guidance Travis Scott,208.0,1.0,0.0,1.0,14.843948920832423,1.0,4,1.0,3.0,9.0,2016.0
Mr Loverman Ricky Montgomery,217.0,1.0,0.0,1.0,16.53828252677214,1.0,17,1.0,1.0,1.0,2021.0
D (Half Moon) DEAN Gaeko,232.0,1.0,0.0,1.0,17.472741489391044,1.0,32,1.0,1.0,4.0,2016.0
From the Ground Up - Single Version Dan + Shay,257.0,1.0,0.0,1.0,18.078038507972305,1.0,8,1.0,4.0,2.0,2016.0
Boomerang JoJo Siwa,287.0,1.0,1.0,1.0,16.75581214782207,1.0,34,0.0,4.0,6.0,2018.0
Birthday Bitch Trap Beckham,198.0,1.0,0.0,1.0,17.401046239204643,1.0,9,1.0,4.0,6.0,2016.0
Your Best American Girl Mitski,214.0,1.0,0.0,1.0,15.806797023425236,1.0,8,1.0,2.0,4.0,2016.0
Rum Brothers Osborne,231.0,1.0,0.0,1.0,16.18342823174706,1.0,11,1.0,2.0,7.0,2014.0
I Wish I Could Sleep Nymano,120.0,1.0,0.0,1.0,12.77192892105505,1.0,36,1.0,4.0,12.0,2017.0
Let Her Go David Fischbein,194.0,1.0,0.0,0.0,9.708080756193517,1.0,14,1.0,0.0,2.0,2019.0
Road Trippin' Dan + Shay,219.0,1.0,0.0,1.0,14.407601280440899,1.0,7,1.0,4.0,5.0,2016.0
No Limit (feat. Young Thug) Usher Young Thug,236.0,1.0,0.0,1.0,19.231312191097214,1.0,29,1.0,0.0,8.0,2016.0
Kno One Kevin Gates,219.0,1.0,0.0,1.0,17.930638606152655,1.0,19,1.0,0.0,7.0,2015.0
Hated Beartooth,235.0,1.0,0.0,1.0,15.683679681774926,1.0,37,1.0,0.0,7.0,2016.0
U With Me? Drake,341.0,1.0,0.0,0.0,13.085267764624888,1.0,14,1.0,6.0,12.0,2019.0
In Bloom Sturgill Simpson,251.0,1.0,0.0,1.0,15.8399705646831,1.0,12,1.0,3.0,3.0,2016.0
You Are Going to Hate This The Frights,187.0,1.0,0.0,1.0,14.075975327224766,1.0,3,1.0,0.0,12.0,2015.0
Midnight Daydream Jameson Rodgers,190.0,1.0,0.0,0.0,14.434014469278416,1.0,3,1.0,1.0,2.0,2017.0
True Colors Anna Kendrick Justin Timberlake,244.0,1.0,0.0,1.0,18.52471908592366,1.0,26,1.0,4.0,9.0,2016.0
Moment of Silence Lucidious Josh Woods,354.0,1.0,0.0,1.0,15.704877566045337,1.0,21,1.0,5.0,8.0,2017.0
Violet Bad Suns,199.0,1.0,0.0,0.0,12.829272034526369,1.0,7,1.0,4.0,9.0,2016.0
Doubt It KYLE,233.0,1.0,0.0,0.0,17.09353407452436,1.0,15,1.0,3.0,10.0,2016.0
Levels Nick Jonas,180.0,1.0,0.0,1.0,17.714594837932747,1.0,6,1.0,0.0,8.0,2015.0
Run It Logic,201.0,1.0,0.0,0.0,15.482653634743022,1.0,22,1.0,4.0,11.0,2015.0
JoJo Sonochino Kioku~end of THE WORLD~ JO☆STARS 〜TOMMY Coda JIN〜,264.0,1.0,0.0,1.0,12.690795537955506,1.0,8,1.0,2.0,3.0,2022.0
Rodeo Futurebirds,238.0,1.0,0.0,1.0,11.829748776768145,1.0,11,1.0,2.0,3.0,2016.0
To Ü (feat. AlunaGeorge) Jack Ü Skrillex Diplo AlunaGeorge,251.0,1.0,0.0,1.0,18.037356204494984,1.0,9,1.0,0.0,10.0,2015.0
Long Way Down One Direction,194.0,1.0,0.0,1.0,14.207427637927147,1.0,21,1.0,6.0,8.0,2020.0
Panama Sports,199.0,1.0,0.0,1.0,13.69969446161385,1.0,34,0.0,0.0,7.0,2015.0
The Devil Named Music Chris Stapleton,367.0,1.0,0.0,0.0,16.004996155385342,1.0,3,1.0,4.0,12.0,2015.0
Creature It Looks Sad.,242.0,1.0,0.0,0.0,15.029010732420973,1.0,2,1.0,3.0,6.0,2015.0
Windowpane Mild High Club,238.0,1.0,0.0,1.0,14.746451450259423,1.0,6,1.0,2.0,3.0,2015.0
Survive the Night MandoPony,370.0,1.0,0.0,1.0,17.526760344897184,1.0,28,1.0,3.0,11.0,2014.0
Salvatore Lana Del Rey,282.0,1.0,0.0,1.0,15.98346433935893,1.0,6,1.0,2.0,12.0,2018.0
Here for You (feat. Ella Henderson) Kygo Ella Henderson,246.0,1.0,0.0,1.0,17.92126484764828,1.0,24,1.0,1.0,9.0,2015.0
Forever Dumb Surf Curse,259.0,1.0,0.0,0.0,15.148859734761599,1.0,5,1.0,2.0,11.0,2013.0
Something Big Shawn Mendes,208.0,1.0,0.0,1.0,18.931401946266625,1.0,8,1.0,1.0,11.0,2014.0
for you jhfly,189.0,1.0,0.0,1.0,11.167402392828597,1.0,4,1.0,6.0,6.0,2019.0
Blood In This Moment,209.0,1.0,0.0,1.0,17.7359991093295,1.0,14,1.0,1.0,7.0,2012.0
I'm The Plug Drake Future,181.0,1.0,0.0,0.0,13.150104995585988,1.0,0,1.0,4.0,7.0,2021.0
True Friends Bring Me The Horizon,233.0,1.0,0.0,1.0,18.232634729671478,1.0,16,1.0,1.0,8.0,2015.0
Novocaine Fall Out Boy,228.0,1.0,0.0,1.0,16.48025262109556,1.0,7,1.0,1.0,1.0,2015.0
A Little More Machine Gun Kelly Victoria Monét,311.0,1.0,0.0,1.0,17.144125275393773,1.0,9,1.0,0.0,5.0,2015.0
Who We Are Imagine Dragons,250.0,1.0,0.0,1.0,16.047641748399357,1.0,5,1.0,0.0,7.0,2018.0
Show Me Alina Baraz Galimatias,254.0,1.0,0.0,0.0,16.30737858768995,1.0,21,1.0,2.0,5.0,2015.0
Bloodfeather Highly Suspect,318.0,1.0,0.0,1.0,16.29069047273303,1.0,4,1.0,5.0,3.0,2016.0
Life Rolls On Slightly Stoopid,220.0,1.0,0.0,0.0,13.441689455190572,1.0,14,1.0,3.0,4.0,2015.0
Breathe Jonny Diaz,214.0,1.0,0.0,0.0,16.83250669461079,1.0,30,1.0,2.0,9.0,2015.0
City Of Stars Logic,378.0,1.0,0.0,0.0,15.330665263077243,1.0,22,1.0,4.0,11.0,2015.0
Paradise Jeremih,217.0,1.0,0.0,1.0,15.09565325721936,1.0,4,1.0,3.0,12.0,2015.0
Borderline - Vanic Remix Tove Styrke Vanic,257.0,1.0,0.0,1.0,17.198108470245398,1.0,20,1.0,3.0,4.0,2015.0
D.A.M. Fetty Wap,257.0,1.0,0.0,1.0,16.25917950183601,1.0,5,1.0,2.0,9.0,2015.0
Simple Things Miguel,239.0,1.0,0.0,1.0,17.540200928090435,1.0,15,0.0,3.0,5.0,2014.0
Time (feat. G-Eazy & Olivver the Kid) Skizzy Mars G-Eazy Olivver the Kid,236.0,1.0,0.0,0.0,14.355005850946089,1.0,9,1.0,1.0,2.0,2015.0
The Buzz (feat. Mataya & Young Tapz) Hermitude Mataya TAPZ,223.0,1.0,0.0,0.0,16.266824401513265,1.0,19,1.0,0.0,5.0,2015.0
